"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"authors","1.0","authors-{goodreads_30169+recommendation_152988+recommendation_51676}","goodreads_30169+recommendation_152988+recommendation_51676","{[de.unimannheim.wdi.model.Author@bbcd2cf3]|[de.unimannheim.wdi.model.Author@bbcd2cf3]|[de.unimannheim.wdi.model.Author@bbcd2cf3]}","[de.unimannheim.wdi.model.Author@bbcd2cf3]",,
"publisher","0.0","publisher-{recommendation_141336+recommendation_166513+recommendation_59970}","recommendation_141336+recommendation_166513+recommendation_59970","{Penguin USA|Signet Book|New Amer Library}","New Amer Library",,
"title","1.0","title-{goodreads_34830+goodreads_51303+recommendation_99271}","goodreads_34830+goodreads_51303+recommendation_99271","{Frederica|Frederica|Frederica}","Frederica",,
"title","1.0","title-{goodreads_17012+recommendation_116028+recommendation_169043+recommendation_254167}","goodreads_17012+recommendation_116028+recommendation_169043+recommendation_254167","{The Pale Horse|The Pale Horse|The Pale Horse|The Pale Horse}","The Pale Horse",,
"title","1.0","title-{goodreads_922+recommendation_120534}","goodreads_922+recommendation_120534","{Birdsong|Birdsong}","Birdsong",,
"title","1.0","title-{goodreads_15853+goodreads_187+goodreads_26071+goodreads_28184+goodreads_31141+goodreads_37847+goodreads_48347+recommendation_114072+recommendation_118432+recommendation_124790+recommendation_15713+recommendation_250353+recommendation_258635+recommendation_33223+recommendation_46770+recommendation_8990+recommendation_9778}","goodreads_15853+goodreads_187+goodreads_26071+goodreads_28184+goodreads_31141+goodreads_37847+goodreads_48347+recommendation_114072+recommendation_118432+recommendation_124790+recommendation_15713+recommendation_250353+recommendation_258635+recommendation_33223+recommendation_46770+recommendation_8990+recommendation_9778","{Madame Bovary|Madame Bovary|Madame Bovary|Madame Bovary|Madame Bovary|Madame Bovary|Madame Bovary|Madame Bovary|Madame Bovary|Madame Bovary|Madame Bovary|Madame Bovary|Madame Bovary|Madame Bovary|Madame Bovary|Madame Bovary|Madame Bovary}","Madame Bovary",,
"authors","0.0","authors-{goodreads_13434+recommendation_203367}","goodreads_13434+recommendation_203367","{[de.unimannheim.wdi.model.Author@a6ba2af]|[de.unimannheim.wdi.model.Author@a0699aa]}","[de.unimannheim.wdi.model.Author@a6ba2af, de.unimannheim.wdi.model.Author@a0699aa]",,
"publisher","0.0","publisher-{recommendation_178942+recommendation_82533}","recommendation_178942+recommendation_82533","{Bantam Books|Bantam}","Bantam Books",,
"title","1.0","title-{goodreads_29816+recommendation_156583}","goodreads_29816+recommendation_156583","{Nashville 1864: The Dying of the Light|Nashville 1864: The Dying of the Light}","Nashville 1864: The Dying of the Light",,
"authors","1.0","authors-{goodreads_4003+recommendation_176859+recommendation_211194}","goodreads_4003+recommendation_176859+recommendation_211194","{[de.unimannheim.wdi.model.Author@ab856382]|[de.unimannheim.wdi.model.Author@ab856382]|[de.unimannheim.wdi.model.Author@ab856382]}","[de.unimannheim.wdi.model.Author@ab856382]",,
"publisher","0.0","publisher-{kindle_18081+recommendation_131537+recommendation_17813+recommendation_198737+recommendation_243827+recommendation_2912+recommendation_5876+recommendation_62635+recommendation_9987}","kindle_18081+recommendation_131537+recommendation_17813+recommendation_198737+recommendation_243827+recommendation_2912+recommendation_5876+recommendation_62635+recommendation_9987","{Signet; Reissue edition|Albin Michel|Plaza &amp; Janes Editores, S.A.|Fireside|Lgf|New Amer Library|Viking Books|Sagebrush Bound|Penguin USA (Paper)}","Plaza &amp; Janes Editores, S.A.",,
"authors","1.0","authors-{goodreads_29797+goodreads_51665+goodreads_53186+recommendation_15606}","goodreads_29797+goodreads_51665+goodreads_53186+recommendation_15606","{[de.unimannheim.wdi.model.Author@c83c6b3]|[de.unimannheim.wdi.model.Author@c83c6b3]|[de.unimannheim.wdi.model.Author@c83c6b3]|[de.unimannheim.wdi.model.Author@c83c6b3]}","[de.unimannheim.wdi.model.Author@c83c6b3]",,
"title","1.0","title-{goodreads_24044+goodreads_307+goodreads_52076+kindle_48108+recommendation_104564+recommendation_121628+recommendation_134567+recommendation_206978+recommendation_211764+recommendation_235014+recommendation_2652}","goodreads_24044+goodreads_307+goodreads_52076+kindle_48108+recommendation_104564+recommendation_121628+recommendation_134567+recommendation_206978+recommendation_211764+recommendation_235014+recommendation_2652","{The Time Machine|The Time Machine|The Time Machine|The Time Machine|The Time Machine|The Time Machine|The Time Machine|The Time Machine|The Time Machine|The Time Machine|The Time Machine}","The Time Machine",,
"title","1.0","title-{goodreads_22873+recommendation_122836+recommendation_171344+recommendation_224278+recommendation_77440}","goodreads_22873+recommendation_122836+recommendation_171344+recommendation_224278+recommendation_77440","{Dear Emily|Dear Emily|Dear Emily|Dear Emily|Dear Emily}","Dear Emily",,
"authors","1.0","authors-{goodreads_1083+goodreads_41961+goodreads_45277+goodreads_9697+recommendation_2017+recommendation_51612+recommendation_62502}","goodreads_1083+goodreads_41961+goodreads_45277+goodreads_9697+recommendation_2017+recommendation_51612+recommendation_62502","{[de.unimannheim.wdi.model.Author@c18bda96]|[de.unimannheim.wdi.model.Author@c18bda96]|[de.unimannheim.wdi.model.Author@c18bda96]|[de.unimannheim.wdi.model.Author@c18bda96]|[de.unimannheim.wdi.model.Author@c18bda96]|[de.unimannheim.wdi.model.Author@c18bda96]|[de.unimannheim.wdi.model.Author@c18bda96]}","[de.unimannheim.wdi.model.Author@c18bda96]",,
"publisher","0.5","publisher-{kindle_4296+recommendation_156595+recommendation_19087+recommendation_20834}","kindle_4296+recommendation_156595+recommendation_19087+recommendation_20834","{St. Martin's Paperbacks; Reprint edition|Ballantine Books|Random House Inc|Ballantine Books}","St. Martin's Paperbacks; Reprint edition",,
"authors","1.0","authors-{goodreads_21535+recommendation_5474}","goodreads_21535+recommendation_5474","{[de.unimannheim.wdi.model.Author@fc456bef]|[de.unimannheim.wdi.model.Author@fc456bef]}","[de.unimannheim.wdi.model.Author@fc456bef]",,
"publisher","1.0","publisher-{recommendation_219138}","recommendation_219138","{Houghton Mifflin Company}","Houghton Mifflin Company",,
"publisher","0.0","publisher-{recommendation_3324+recommendation_58232}","recommendation_3324+recommendation_58232","{New Amer Library Classics|J m Dent &amp; Sons Ltd}","New Amer Library Classics",,
"publisher","0.0","publisher-{recommendation_106275+recommendation_146378+recommendation_94611}","recommendation_106275+recommendation_146378+recommendation_94611","{Doubleday Books|Warner Books|Not Avail}","Doubleday Books",,
"publisher","0.0","publisher-{recommendation_11997+recommendation_15160+recommendation_206689}","recommendation_11997+recommendation_15160+recommendation_206689","{Avon|Simon &amp; Schuster|Perennial Currents}","Simon &amp; Schuster",,
"authors","0.0","authors-{goodreads_32447+recommendation_144264}","goodreads_32447+recommendation_144264","{[de.unimannheim.wdi.model.Author@13cfe879]|[de.unimannheim.wdi.model.Author@13cfe7f3]}","[de.unimannheim.wdi.model.Author@13cfe879, de.unimannheim.wdi.model.Author@13cfe7f3]",,
"publisher","0.5","publisher-{recommendation_105533+recommendation_129955+recommendation_144756+recommendation_166884+recommendation_202966+recommendation_43369}","recommendation_105533+recommendation_129955+recommendation_144756+recommendation_166884+recommendation_202966+recommendation_43369","{New York Graphic Society|Alfaguara Ediciones, S.A. (Spain)|Signet Book|Sagebrush Bound|Signet Book|Signet Book}","Alfaguara Ediciones, S.A. (Spain)",,
"title","1.0","title-{goodreads_52943+kindle_2625+recommendation_14657}","goodreads_52943+kindle_2625+recommendation_14657","{The Road to Wigan Pier|The Road to Wigan Pier|The Road to Wigan Pier}","The Road to Wigan Pier",,
"title","1.0","title-{goodreads_2219+recommendation_129719+recommendation_14206+recommendation_170106+recommendation_241241+recommendation_411+recommendation_52327+recommendation_72939+recommendation_79158+recommendation_87345+recommendation_878+recommendation_89347}","goodreads_2219+recommendation_129719+recommendation_14206+recommendation_170106+recommendation_241241+recommendation_411+recommendation_52327+recommendation_72939+recommendation_79158+recommendation_87345+recommendation_878+recommendation_89347","{Hannibal|Hannibal|Hannibal|Hannibal|Hannibal|Hannibal|Hannibal|Hannibal|Hannibal|Hannibal|Hannibal|Hannibal}","Hannibal",,
"authors","1.0","authors-{goodreads_40298+goodreads_621+recommendation_18489+recommendation_187137+recommendation_5836}","goodreads_40298+goodreads_621+recommendation_18489+recommendation_187137+recommendation_5836","{[de.unimannheim.wdi.model.Author@c18bda96]|[de.unimannheim.wdi.model.Author@c18bda96]|[de.unimannheim.wdi.model.Author@c18bda96]|[de.unimannheim.wdi.model.Author@c18bda96]|[de.unimannheim.wdi.model.Author@c18bda96]}","[de.unimannheim.wdi.model.Author@c18bda96]",,
"publisher","1.0","publisher-{recommendation_38772+recommendation_54882}","recommendation_38772+recommendation_54882","{Bantam|Bantam}","Bantam",,
"authors","0.8333333333333334","authors-{goodreads_26479+goodreads_45224+goodreads_881+recommendation_249310+recommendation_3766+recommendation_38746}","goodreads_26479+goodreads_45224+goodreads_881+recommendation_249310+recommendation_3766+recommendation_38746","{[de.unimannheim.wdi.model.Author@7049ec2a]|[de.unimannheim.wdi.model.Author@7049ec2a]|[de.unimannheim.wdi.model.Author@7049ec2a]|[de.unimannheim.wdi.model.Author@7049ec2a]|[de.unimannheim.wdi.model.Author@7049ec2a]|[de.unimannheim.wdi.model.Author@7930ae2d]}","[de.unimannheim.wdi.model.Author@7049ec2a, de.unimannheim.wdi.model.Author@7930ae2d]",,
"authors","0.8","authors-{goodreads_45135+recommendation_142326+recommendation_38232+recommendation_72818+recommendation_89083}","goodreads_45135+recommendation_142326+recommendation_38232+recommendation_72818+recommendation_89083","{[de.unimannheim.wdi.model.Author@f7e1fced]|[de.unimannheim.wdi.model.Author@49495ced]|[de.unimannheim.wdi.model.Author@f7e1fced]|[de.unimannheim.wdi.model.Author@f7e1fced]|[de.unimannheim.wdi.model.Author@f7e1fced]}","[de.unimannheim.wdi.model.Author@49495ced, de.unimannheim.wdi.model.Author@f7e1fced]",,
"publisher","0.3333333333333333","publisher-{recommendation_10947+recommendation_167+recommendation_5071+recommendation_6397+recommendation_65667+recommendation_7721}","recommendation_10947+recommendation_167+recommendation_5071+recommendation_6397+recommendation_65667+recommendation_7721","{Viking Books|Picador (UK)|Penguin Books|Picador|Picador (UK)|Penguin Putnam}","Penguin Putnam",,
"publisher","1.0","publisher-{recommendation_4043}","recommendation_4043","{Berkley Publishing Group}","Berkley Publishing Group",,
"publisher","0.0","publisher-{recommendation_26665+recommendation_85453}","recommendation_26665+recommendation_85453","{Random House Inc|Random House}","Random House Inc",,
"title","1.0","title-{goodreads_5549+kindle_10958+recommendation_91738}","goodreads_5549+kindle_10958+recommendation_91738","{The Changeling|The Changeling|The Changeling}","The Changeling",,
"authors","1.0","authors-{goodreads_83+recommendation_113867+recommendation_115571+recommendation_151581}","goodreads_83+recommendation_113867+recommendation_115571+recommendation_151581","{[de.unimannheim.wdi.model.Author@8f7471ab]|[de.unimannheim.wdi.model.Author@8f7471ab]|[de.unimannheim.wdi.model.Author@8f7471ab]|[de.unimannheim.wdi.model.Author@8f7471ab]}","[de.unimannheim.wdi.model.Author@8f7471ab]",,
"title","1.0","title-{goodreads_39980+recommendation_221832+recommendation_46209}","goodreads_39980+recommendation_221832+recommendation_46209","{Darkspell|Darkspell|Darkspell}","Darkspell",,
"authors","1.0","authors-{goodreads_107+goodreads_26564+goodreads_32441+goodreads_44946+goodreads_49777+goodreads_94+kindle_9832+recommendation_102309+recommendation_118461+recommendation_119595+recommendation_12468+recommendation_136783+recommendation_144178+recommendation_149768+recommendation_206786+recommendation_240581+recommendation_256454+recommendation_52838+recommendation_53189+recommendation_7611+recommendation_82101+recommendation_91625+recommendation_97902}","goodreads_107+goodreads_26564+goodreads_32441+goodreads_44946+goodreads_49777+goodreads_94+kindle_9832+recommendation_102309+recommendation_118461+recommendation_119595+recommendation_12468+recommendation_136783+recommendation_144178+recommendation_149768+recommendation_206786+recommendation_240581+recommendation_256454+recommendation_52838+recommendation_53189+recommendation_7611+recommendation_82101+recommendation_91625+recommendation_97902","{[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]}","[de.unimannheim.wdi.model.Author@a19a30e0]",,
"authors","1.0","authors-{goodreads_1231+goodreads_44258+recommendation_106826+recommendation_154671+recommendation_170642+recommendation_171298+recommendation_194965+recommendation_20059+recommendation_213032+recommendation_2245+recommendation_7849+recommendation_91026}","goodreads_1231+goodreads_44258+recommendation_106826+recommendation_154671+recommendation_170642+recommendation_171298+recommendation_194965+recommendation_20059+recommendation_213032+recommendation_2245+recommendation_7849+recommendation_91026","{[de.unimannheim.wdi.model.Author@50f1e71]|[de.unimannheim.wdi.model.Author@50f1e71]|[de.unimannheim.wdi.model.Author@50f1e71]|[de.unimannheim.wdi.model.Author@50f1e71]|[de.unimannheim.wdi.model.Author@50f1e71]|[de.unimannheim.wdi.model.Author@50f1e71]|[de.unimannheim.wdi.model.Author@50f1e71]|[de.unimannheim.wdi.model.Author@50f1e71]|[de.unimannheim.wdi.model.Author@50f1e71]|[de.unimannheim.wdi.model.Author@50f1e71]|[de.unimannheim.wdi.model.Author@50f1e71]|[de.unimannheim.wdi.model.Author@50f1e71]}","[de.unimannheim.wdi.model.Author@50f1e71]",,
"publisher","0.0","publisher-{recommendation_22871+recommendation_76361}","recommendation_22871+recommendation_76361","{Berkley Publishing Group|Harper Mass Market Paperbacks (Mm)}","Harper Mass Market Paperbacks (Mm)",,
