"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorEqual record1Value","[0] BookTitleComparatorEqual record2Value","[0] BookTitleComparatorEqual record1PreprocessedValue","[0] BookTitleComparatorEqual record2PreprocessedValue","[0] BookTitleComparatorEqual similarity","[0] BookTitleComparatorEqual postproccesedSimilarity","[1] BookAuthorComparatorLevenshtein record1Value","[1] BookAuthorComparatorLevenshtein record2Value","[1] BookAuthorComparatorLevenshtein record1PreprocessedValue","[1] BookAuthorComparatorLevenshtein record2PreprocessedValue","[1] BookAuthorComparatorLevenshtein similarity","[1] BookAuthorComparatorLevenshtein postproccesedSimilarity"
"LinearCombinationMatchingRule","recommendation_249446","goodreads_14595","0.5",,"castles","castles","castles","castles","1.0","1.0","Philip Steele","Julie Garwood","Philip Steele","Julie Garwood","0.15384615384615385","0.0"
"LinearCombinationMatchingRule","recommendation_37951","goodreads_1637","1.0","1","the mammoth hunters","the mammoth hunters","the mammoth hunters","the mammoth hunters","1.0","1.0","JEAN M. AUEL","Jean M. Auel","JEAN M. AUEL","Jean M. Auel","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_139153","goodreads_51076","0.5",,"desire","desire","desire","desire","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0"
"LinearCombinationMatchingRule","recommendation_3766","goodreads_26479","1.0",,"childhood's end","childhood's end","childhood's end","childhood's end","1.0","1.0","Arthur C. Clarke","Arthur C. Clarke","Arthur C. Clarke","Arthur C. Clarke","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_4518","goodreads_4728","1.0",,"fire bringer","fire bringer","fire bringer","fire bringer","1.0","1.0","David Clement-Davies","David Clement-Davies","David Clement-Davies","David Clement-Davies","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_38306","goodreads_27793","0.5",,"nevermore","nevermore","nevermore","nevermore","1.0","1.0","William Hjortsberg","Kelly Creagh","William Hjortsberg","Kelly Creagh","0.2777777777777778","0.0"
"LinearCombinationMatchingRule","recommendation_8003","goodreads_19297","1.0",,"the trial","the trial","the trial","the trial","1.0","1.0","Franz Kafka","Franz Kafka","Franz Kafka","Franz Kafka","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_118749","goodreads_15749","0.5",,"selected poems","selected poems","selected poems","selected poems","1.0","1.0","John Donne","Langston Hughes","John Donne","Langston Hughes","0.19999999999999996","0.0"
"LinearCombinationMatchingRule","recommendation_168801","goodreads_20206","0.5",,"all that glitters","all that glitters","all that glitters","all that glitters","1.0","1.0","Susan Kyle","V.C. Andrews","Susan Kyle","V.C. Andrews","0.16666666666666663","0.0"
"LinearCombinationMatchingRule","recommendation_141460","goodreads_40806","1.0",,"junie b. jones and some sneaky peeky spying","junie b. jones and some sneaky peeky spying","junie b. jones and some sneaky peeky spying","junie b. jones and some sneaky peeky spying","1.0","1.0","Barbara Park","Barbara Park","Barbara Park","Barbara Park","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_4524","goodreads_2428","0.5","0","selected poems","selected poems","selected poems","selected poems","1.0","1.0","William Carlos Williams","Robert Frost","William Carlos Williams","Robert Frost","0.17391304347826086","0.0"
"LinearCombinationMatchingRule","recommendation_217164","goodreads_39549","0.5",,"big girls don't cry","big girls don't cry","big girls don't cry","big girls don't cry","1.0","1.0","Fay Weldon","Cathie Linz","Fay Weldon","Cathie Linz","0.2727272727272727","0.0"
"LinearCombinationMatchingRule","recommendation_17872","goodreads_499","1.0",,"snow crash","snow crash","snow crash","snow crash","1.0","1.0","Neal Stephenson","Neal Stephenson","Neal Stephenson","Neal Stephenson","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_173680","goodreads_10972","1.0",,"aura","aura","aura","aura","1.0","1.0","Carlos Fuentes","Carlos Fuentes","Carlos Fuentes","Carlos Fuentes","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_122988","goodreads_46615","1.0",,"hamlet","hamlet","hamlet","hamlet","1.0","1.0","William Faulkner","William Shakespeare","William Faulkner","William Shakespeare","0.5789473684210527","1.0"
"LinearCombinationMatchingRule","recommendation_139190","goodreads_87","1.0",,"atlas shrugged","atlas shrugged","atlas shrugged","atlas shrugged","1.0","1.0","Ayn Rand","Ayn Rand","Ayn Rand","Ayn Rand","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_56614","goodreads_18751","0.5",,"always","always","always","always","1.0","1.0","Timmothy B. Mccann","Kindle Alexander","Timmothy B. Mccann","Kindle Alexander","0.11111111111111116","0.0"
"LinearCombinationMatchingRule","recommendation_1176","goodreads_140","1.0",,"american gods","american gods","american gods","american gods","1.0","1.0","Neil Gaiman","Neil Gaiman","Neil Gaiman","Neil Gaiman","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_3044","goodreads_43031","0.5",,"the witness","the witness","the witness","the witness","1.0","1.0","Sandra Brown","Nora Roberts","Sandra Brown","Nora Roberts","0.25","0.0"
"LinearCombinationMatchingRule","recommendation_217679","goodreads_40603","0.5",,"secrets","secrets","secrets","secrets","1.0","1.0","Deborah Aydt","Freya North","Deborah Aydt","Freya North","0.16666666666666663","0.0"
"LinearCombinationMatchingRule","recommendation_3754","goodreads_41886","1.0",,"the hound of the baskervilles","the hound of the baskervilles","the hound of the baskervilles","the hound of the baskervilles","1.0","1.0","Sir Arthur Conan Doyle","Arthur Conan Doyle","Sir Arthur Conan Doyle","Arthur Conan Doyle","0.8181818181818181","1.0"
"LinearCombinationMatchingRule","recommendation_125833","goodreads_6668","1.0",,"women of the silk","women of the silk","women of the silk","women of the silk","1.0","1.0","Gail Tsukiyama","Gail Tsukiyama","Gail Tsukiyama","Gail Tsukiyama","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_49095","goodreads_19348","1.0",,"the silmarillion","the silmarillion","the silmarillion","the silmarillion","1.0","1.0","J. R. R. Tolkien","J.R.R. Tolkien","J. R. R. Tolkien","J.R.R. Tolkien","0.875","1.0"
"LinearCombinationMatchingRule","recommendation_33220","goodreads_6394","0.5",,"the return","the return","the return","the return","1.0","1.0","Joe De Mers","Victoria Hislop","Joe De Mers","Victoria Hislop","0.06666666666666665","0.0"
"LinearCombinationMatchingRule","recommendation_104037","goodreads_3790","0.5",,"the secret","the secret","the secret","the secret","1.0","1.0","Harold Robbins","Julie Garwood","Harold Robbins","Julie Garwood","0.0714285714285714","0.0"
"LinearCombinationMatchingRule","recommendation_238056","goodreads_10207","0.5",,"inferno","inferno","inferno","inferno","1.0","1.0","Larry Niven","Dan Brown","Larry Niven","Dan Brown","0.2727272727272727","0.0"
"LinearCombinationMatchingRule","recommendation_42867","goodreads_1069","1.0",,"villette","villette","villette","villette","1.0","1.0","Charlotte Bronte","Charlotte Brontë","Charlotte Bronte","Charlotte Brontë","0.9375","1.0"
"LinearCombinationMatchingRule","recommendation_210231","goodreads_5684","0.5",,"sunrise","sunrise","sunrise","sunrise","1.0","1.0","Chassie West","Erin Hunter","Chassie West","Erin Hunter","0.08333333333333337","0.0"
"LinearCombinationMatchingRule","recommendation_170363","goodreads_45233","1.0",,"the fire next time","the fire next time","the fire next time","the fire next time","1.0","1.0","James Baldwin","James Baldwin","James Baldwin","James Baldwin","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_167","goodreads_319","1.0",,"bridget jones's diary","bridget jones's diary","bridget jones's diary","bridget jones's diary","1.0","1.0","Helen Fielding","Helen Fielding","Helen Fielding","Helen Fielding","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_192231","goodreads_799","1.0",,"the bridges of madison county","the bridges of madison county","the bridges of madison county","the bridges of madison county","1.0","1.0","Robert James Waller","Robert James Waller","Robert James Waller","Robert James Waller","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_53163","goodreads_31853","1.0",,"on fortune's wheel","on fortune's wheel","on fortune's wheel","on fortune's wheel","1.0","1.0","Cynthia Voigt","Cynthia Voigt","Cynthia Voigt","Cynthia Voigt","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_59130","goodreads_33856","1.0",,"leaving cheyenne","leaving cheyenne","leaving cheyenne","leaving cheyenne","1.0","1.0","Larry McMurtry","Larry McMurtry","Larry McMurtry","Larry McMurtry","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_52292","goodreads_8978","0.5",,"possession","possession","possession","possession","1.0","1.0","Peter James","Elana Johnson","Peter James","Elana Johnson","0.23076923076923073","0.0"
"LinearCombinationMatchingRule","recommendation_10074","goodreads_47802","1.0",,"spencerville","spencerville","spencerville","spencerville","1.0","1.0","Nelson DeMille","Nelson DeMille","Nelson DeMille","Nelson DeMille","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_257179","goodreads_49687","0.5",,"firebird","firebird","firebird","firebird","1.0","1.0","James Carroll","Mercedes Lackey","James Carroll","Mercedes Lackey","0.19999999999999996","0.0"
"LinearCombinationMatchingRule","recommendation_21321","goodreads_27301","1.0",,"follow the stars home","follow the stars home","follow the stars home","follow the stars home","1.0","1.0","Luanne Rice","Luanne Rice","Luanne Rice","Luanne Rice","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_13312","goodreads_21063","0.5",,"escape","escape","escape","escape","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0"
"LinearCombinationMatchingRule","recommendation_94847","goodreads_6394","0.5",,"the return","the return","the return","the return","1.0","1.0","Buzz Aldrin","Victoria Hislop","Buzz Aldrin","Victoria Hislop","0.06666666666666665","0.0"
"LinearCombinationMatchingRule","recommendation_193615","goodreads_51292","1.0","1","treasure of green knowe","treasure of green knowe","treasure of green knowe","treasure of green knowe","1.0","1.0","L. M. Boston","L.M. Boston","L. M. Boston","L.M. Boston","0.9166666666666666","1.0"
"LinearCombinationMatchingRule","recommendation_26106","goodreads_7422","1.0",,"chances","chances","chances","chances","1.0","1.0","Jackie Collins","Jackie Collins","Jackie Collins","Jackie Collins","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_16423","goodreads_37376","1.0",,"area 7","area 7","area 7","area 7","1.0","1.0","Matthew Reilly","Matthew Reilly","Matthew Reilly","Matthew Reilly","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_91382","goodreads_18089","1.0",,"maia","maia","maia","maia","1.0","1.0","Richard Adams","Richard  Adams","Richard Adams","Richard  Adams","0.9285714285714286","1.0"
"LinearCombinationMatchingRule","recommendation_146069","goodreads_25212","0.5",,"trouble","trouble","trouble","trouble","1.0","1.0","Fay Weldon","Samantha Towle","Fay Weldon","Samantha Towle","0.1428571428571429","0.0"
"LinearCombinationMatchingRule","recommendation_139242","goodreads_52552","0.5","0","white light","white light","white light","white light","1.0","1.0","William Barton","Rudy Rucker","William Barton","Rudy Rucker","0.0714285714285714","0.0"
"LinearCombinationMatchingRule","recommendation_169742","goodreads_43414","0.5",,"sweet surrender","sweet surrender","sweet surrender","sweet surrender","1.0","1.0","Catherine Coulter","Maya Banks","Catherine Coulter","Maya Banks","0.11764705882352944","0.0"
"LinearCombinationMatchingRule","recommendation_240539","goodreads_19845","1.0",,"the wake of the wind","the wake of the wind","the wake of the wind","the wake of the wind","1.0","1.0","J. California Cooper","J. California Cooper","J. California Cooper","J. California Cooper","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_36069","goodreads_133","1.0",,"anna karenina","anna karenina","anna karenina","anna karenina","1.0","1.0","Leo Tolstoy","Leo Tolstoy","Leo Tolstoy","Leo Tolstoy","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_194361","goodreads_13459","0.5",,"heaven and hell","heaven and hell","heaven and hell","heaven and hell","1.0","1.0","Emanuel Swedenborg","Kristen Ashley","Emanuel Swedenborg","Kristen Ashley","0.16666666666666663","0.0"
"LinearCombinationMatchingRule","recommendation_265900","goodreads_31448","0.5",,"the call","the call","the call","the call","1.0","1.0","David Spangler","Peadar Ó Guilín","David Spangler","Peadar Ó Guilín","0.19999999999999996","0.0"
"LinearCombinationMatchingRule","recommendation_197237","goodreads_26051","1.0",,"to kill a mockingbird","to kill a mockingbird","to kill a mockingbird","to kill a mockingbird","1.0","1.0","Harper Lee","Harper Lee","Harper Lee","Harper Lee","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_134255","goodreads_11094","1.0",,"the liar","the liar","the liar","the liar","1.0","1.0","Stephen Fry","Stephen Fry","Stephen Fry","Stephen Fry","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_124614","goodreads_7913","0.5",,"nemesis","nemesis","nemesis","nemesis","1.0","1.0","Isaac Asimov","Jo Nesbø","Isaac Asimov","Jo Nesbø","0.08333333333333337","0.0"
"LinearCombinationMatchingRule","recommendation_247748","goodreads_2428","0.5",,"selected poems","selected poems","selected poems","selected poems","1.0","1.0","R. Jeffers","Robert Frost","R. Jeffers","Robert Frost","0.25","0.0"
"LinearCombinationMatchingRule","recommendation_42627","goodreads_15478","1.0",,"one, two, buckle my shoe","one, two, buckle my shoe","one, two, buckle my shoe","one, two, buckle my shoe","1.0","1.0","Agatha Christie","Agatha Christie","Agatha Christie","Agatha Christie","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_71195","goodreads_117","1.0",,"the very hungry caterpillar","the very hungry caterpillar","the very hungry caterpillar","the very hungry caterpillar","1.0","1.0","Eric Carle","Eric Carle","Eric Carle","Eric Carle","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_5474","goodreads_21535","1.0",,"to kill a mockingbird","to kill a mockingbird","to kill a mockingbird","to kill a mockingbird","1.0","1.0","Harper Lee","Harper Lee","Harper Lee","Harper Lee","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_161015","goodreads_20881","0.5",,"sanctuary","sanctuary","sanctuary","sanctuary","1.0","1.0","Beverly Lewis","O.L. Ramos","Beverly Lewis","O.L. Ramos","0.23076923076923073","0.0"
"LinearCombinationMatchingRule","recommendation_99074","goodreads_2340","1.0",,"the lover","the lover","the lover","the lover","1.0","1.0","Marquerite Duras","Marguerite Duras","Marquerite Duras","Marguerite Duras","0.9375","1.0"
"LinearCombinationMatchingRule","recommendation_8494","goodreads_32647","1.0",,"always coming home","always coming home","always coming home","always coming home","1.0","1.0","Ursula K. Le Guin","Ursula K. Le Guin","Ursula K. Le Guin","Ursula K. Le Guin","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_215357","goodreads_14371","0.5",,"forever after","forever after","forever after","forever after","1.0","1.0","Lazlo","Catherine Anderson","Lazlo","Catherine Anderson","0.11111111111111116","0.0"
"LinearCombinationMatchingRule","recommendation_68644","goodreads_12694","0.5",,"ice","ice","ice","ice","1.0","1.0","Phyllis Reynolds Naylor","Sarah Beth Durst","Phyllis Reynolds Naylor","Sarah Beth Durst","0.13043478260869568","0.0"
"LinearCombinationMatchingRule","recommendation_89076","goodreads_31900","0.5",,"sanctuary","sanctuary","sanctuary","sanctuary","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0"
"LinearCombinationMatchingRule","recommendation_156262","goodreads_48283","0.5",,"sacrifice","sacrifice","sacrifice","sacrifice","1.0","1.0","Andrew H. Vachss","Alex Archer","Andrew H. Vachss","Alex Archer","0.3125","0.0"
"LinearCombinationMatchingRule","recommendation_203367","goodreads_13434","1.0","1","nip the buds, shoot the kids","nip the buds, shoot the kids","nip the buds, shoot the kids","nip the buds, shoot the kids","1.0","1.0","Kenzaburo Oe","Kenzaburō Ōe","Kenzaburo Oe","Kenzaburō Ōe","0.8333333333333334","1.0"
"LinearCombinationMatchingRule","recommendation_25601","goodreads_46362","0.5",,"until you","until you","until you","until you","1.0","1.0","Judith McNaught","T.J. Klune","Judith McNaught","T.J. Klune","0.1333333333333333","0.0"
